Date,Category,Payment Mode,Description,Amount Paid,Cashback
2023-02-01,Housing,Online,Furnishings,12188.6,637.22
2023-02-01,Travel,Online,Tour Activities,3433.74,121.84
2023-02-01,Clothing,Cash,Casual Wear,1895.26,91.02
2023-02-01,Utilities,Cash,Mobile Phone Bill,697.44,61.16
2023-02-01,Utilities,Online,Electricity Bill,1776.71,15.83
2023-02-01,Utilities,Online,Water Bill,202.16,8.75
2023-02-01,Transportation,Cash,Public Transit Pass,982.78,75.64
2023-02-02,Groceries,Online,Frozen Foods,616.2,33.25
2023-02-02,Entertainment,Cash,Hobby Supplies,706.5,27.14
2023-02-03,Health & Fitness,Cash,Health Insurance Premiums,3915.94,205.28
2023-02-03,Utilities,Cash,Internet Service,912.95,54.45
2023-02-03,Clothing,Online,Underwear And Socks,288.42,9.1
2023-02-03,Groceries,Cash,Organic Produce,549.68,10.36
2023-02-03,Clothing,Online,Casual Wear,2077.47,105.89
2023-02-03,Dining Out,Online,Coffee Shop Visit,201.98,19.19
2023-02-04,Clothing,Cash,Footwear,568.92,49.03
2023-02-04,Groceries,Online,Condiments And Spices,607.23,2.18
2023-02-05,Entertainment,Online,Concert Tickets,2561.12,204.86
2023-02-05,Utilities,Cash,Internet Service,1221.2,11.42
2023-02-06,Clothing,Online,Fashion Accessories,929.59,59.7
2023-02-06,Utilities,Online,Internet Service,894.52,73.81
2023-02-06,Dining Out,Online,Coffee Shop Visit,157.1,13.58
2023-02-07,Health & Fitness,Online,Nutritional Supplements,982.36,36.15
2023-02-07,Entertainment,Online,Sports Events Tickets,2941.05,147.95
2023-02-07,Travel,Cash,Car Rentals,3148.36,187.55
2023-02-07,Dining Out,Online,Dinner At A Restaurant,1395.99,60.0
2023-02-08,Subscriptions,Online,Software Licenses,1269.79,59.28
2023-02-08,Housing,Online,Home Insurance,682.17,53.14
2023-02-08,Subscriptions,Cash,Online Learning Platforms,4296.75,73.45
2023-02-09,Housing,Online,Appliance Purchases,25641.91,1689.63
2023-02-09,Clothing,Cash,Footwear,2825.25,49.56
2023-02-09,Utilities,Online,Cable TV Subscription,1923.1,73.37
2023-02-09,Dining Out,Cash,Coffee Shop Visit,374.62,23.35
2023-02-10,Utilities,Cash,Internet Service,1584.24,45.35
2023-02-11,Utilities,Online,Cable TV Subscription,1742.57,150.18
2023-02-12,Entertainment,Online,Concert Tickets,2002.41,137.18
2023-02-12,Transportation,Cash,Vehicle Registration Fees,893.06,65.48
2023-02-12,Entertainment,Online,Movie Tickets,458.8,7.98
2023-02-12,Dining Out,Cash,Coffee Shop Visit,247.28,22.98
2023-02-13,Travel,Cash,Tour Activities,818.81,40.96
2023-02-13,Travel,Online,Hotel Accommodation,15373.1,282.53
2023-02-13,Clothing,Cash,Fashion Accessories,866.05,52.57
2023-02-13,Subscriptions,Online,Meal Kit Subscriptions,2288.19,137.14
2023-02-13,Utilities,Online,Gas Bill,501.06,22.88
2023-02-14,Travel,Online,Hotel Accommodation,16824.46,1205.01
2023-02-14,Travel,Cash,Tour Activities,1377.45,98.82
2023-02-14,Entertainment,Cash,Theater Performances,1770.09,75.57
2023-02-14,Health & Fitness,Online,Personal Training Sessions,3468.52,179.7
2023-02-14,Entertainment,Cash,Streaming Equipment,1515.53,112.7
2023-02-14,Dining Out,Cash,Dinner At A Restaurant,2352.14,103.35
2023-02-15,Housing,Cash,Furnishings,17446.31,1481.43
2023-02-15,Transportation,Cash,Parking Fees,463.24,40.49
2023-02-15,Dining Out,Cash,Brunch With Friends,1151.76,65.32
2023-02-15,Transportation,Cash,Bicycle Repairs,578.03,37.67
2023-02-15,Groceries,Online,Baking Ingredients,257.11,14.99
2023-02-15,Dining Out,Online,Coffee Shop Visit,406.98,28.54
2023-02-16,Subscriptions,Online,Gym Membership,1481.15,119.46
2023-02-17,Entertainment,Cash,Books And E-Books,278.13,21.3
2023-02-17,Entertainment,Online,Concert Tickets,2472.17,118.59
2023-02-17,Subscriptions,Cash,Audiobook Services,921.69,41.94
2023-02-17,Entertainment,Online,Theater Performances,2315.89,135.6
2023-02-17,Dining Out,Cash,Desserts And Treats,490.69,23.46
2023-02-18,Entertainment,Online,Movie Tickets,386.68,32.17
2023-02-18,Subscriptions,Cash,Cloud Storage Services,303.67,18.46
2023-02-18,Groceries,Online,Frozen Foods,634.19,14.59
2023-02-18,Subscriptions,Online,Gym Membership,1179.49,13.2
2023-02-18,Transportation,Online,Vehicle Registration Fees,1363.27,100.23
2023-02-18,Dining Out,Online,Coffee Shop Visit,362.52,9.4
2023-02-19,Clothing,Cash,Work Attire,3772.23,204.95
2023-02-19,Housing,Cash,Mortgage Payment,14438.82,1370.17
2023-02-20,Groceries,Cash,Staple Grains,703.55,10.79
2023-02-20,Clothing,Online,Formal Wear,3542.53,127.38
2023-02-21,Dining Out,Online,Dinner At A Restaurant,1241.77,77.68
2023-02-21,Dining Out,Online,Dinner At A Restaurant,2276.03,202.73
2023-02-21,Dining Out,Cash,Coffee Shop Visit,453.08,45.18
2023-02-22,Entertainment,Online,Art Supplies,1170.17,107.49
2023-02-22,Subscriptions,Online,Digital Magazine Subscriptions,208.88,3.83
2023-02-22,Transportation,Online,Ride-Sharing Services,1531.96,137.57
2023-02-22,Subscriptions,Cash,Online Learning Platforms,4634.93,450.09
2023-02-22,Transportation,Cash,Car Insurance,2371.47,172.76
2023-02-22,Subscriptions,Cash,Digital Magazine Subscriptions,83.94,5.14
2023-02-23,Entertainment,Online,Theater Performances,2393.58,193.05
2023-02-23,Housing,Cash,Utilities Included,669.64,19.2
2023-02-23,Clothing,Online,Underwear And Socks,648.69,54.6
2023-02-23,Travel,Online,Local Transportation,549.09,6.13
2023-02-23,Dining Out,Online,Coffee Shop Visit,161.87,2.15
2023-02-24,Dining Out,Cash,Desserts And Treats,295.74,0.03
2023-02-24,Subscriptions,Cash,Gaming Subscriptions,1479.59,70.28
2023-02-24,Travel,Online,Airfare,38878.21,483.0
2023-02-24,Groceries,Online,Baking Ingredients,629.39,23.77
2023-02-24,Travel,Online,Hotel Accommodation,1207.6,61.94
2023-02-24,Dining Out,Cash,Coffee Shop Visit,283.64,27.33
2023-02-25,Travel,Cash,Souvenirs,374.11,0.71
2023-02-26,Groceries,Online,Condiments And Spices,215.19,1.13
2023-02-26,Utilities,Online,Internet Service,783.56,13.75
2023-02-27,Groceries,Online,Staple Grains,773.75,75.79
2023-02-27,Dining Out,Cash,Coffee Shop Visit,492.2,27.14
2023-02-27,Clothing,Online,Seasonal Clothing,4811.14,168.84
2023-02-28,Dining Out,Cash,Snacks From A Convenience Store,149.32,5.56
2023-02-28,Dining Out,Online,Dinner At A Restaurant,1492.5,94.9
