Date,Category,Payment Mode,Description,Amount Paid,Cashback
2023-07-01,Subscriptions,Online,Digital Magazine Subscriptions,222.47,3.82
2023-07-01,Transportation,Cash,Car Maintenance,3510.83,256.02
2023-07-01,Dining Out,Cash,Fast Food Meal,463.22,33.36
2023-07-02,Entertainment,Cash,Streaming Equipment,2383.14,155.91
2023-07-02,Housing,Online,Mortgage Payment,10383.66,839.57
2023-07-02,Subscriptions,Cash,News Websites Subscription,777.64,33.6
2023-07-02,Travel,Cash,Dining While Traveling,1900.8,157.42
2023-07-03,Groceries,Online,Frozen Foods,802.56,3.71
2023-07-03,Travel,Online,Tour Activities,4761.41,142.28
2023-07-03,Dining Out,Online,Brunch With Friends,480.62,22.79
2023-07-03,Transportation,Cash,Parking Fees,446.1,2.54
2023-07-03,Dining Out,Cash,Desserts And Treats,489.19,28.99
2023-07-03,Dining Out,Online,Coffee Shop Visit,103.46,7.25
2023-07-04,Groceries,Cash,Snacks And Beverages,878.91,34.03
2023-07-04,Entertainment,Cash,Concert Tickets,1666.86,36.83
2023-07-05,Dining Out,Online,Beverages At Bars,611.39,24.8
2023-07-05,Groceries,Cash,Frozen Foods,1272.14,51.64
2023-07-05,Utilities,Cash,Waste Disposal Fees,424.25,16.99
2023-07-05,Subscriptions,Online,Gym Membership,2640.15,3.17
2023-07-06,Clothing,Online,Seasonal Clothing,3813.98,119.0
2023-07-06,Dining Out,Online,Coffee Shop Visit,162.94,12.34
2023-07-07,Groceries,Cash,Baking Ingredients,418.92,39.58
2023-07-07,Subscriptions,Cash,Cloud Storage Services,299.94,5.55
2023-07-07,Groceries,Online,Staple Grains,1399.72,121.99
2023-07-07,Dining Out,Online,Dinner At A Restaurant,2982.2,184.42
2023-07-08,Travel,Cash,Airfare,40160.03,2001.71
2023-07-08,Housing,Cash,Rent Payment,13692.55,275.29
2023-07-09,Entertainment,Cash,Board Games,1395.78,68.54
2023-07-09,Health & Fitness,Online,Nutritional Supplements,1007.4,75.5
2023-07-09,Groceries,Cash,Organic Produce,524.95,31.39
2023-07-09,Dining Out,Online,Coffee Shop Visit,107.01,8.33
2023-07-10,Travel,Online,Hotel Accommodation,15071.72,391.06
2023-07-10,Housing,Cash,Mortgage Payment,16398.01,1311.05
2023-07-10,Clothing,Online,Formal Wear,4765.74,389.64
2023-07-10,Entertainment,Online,Hobby Supplies,1166.59,90.96
2023-07-11,Transportation,Cash,Public Transit Pass,976.43,54.75
2023-07-11,Groceries,Cash,Cleaning Supplies,1346.55,108.84
2023-07-11,Groceries,Cash,Cleaning Supplies,1748.38,123.62
2023-07-12,Utilities,Cash,Water Bill,935.91,40.18
2023-07-12,Subscriptions,Cash,Streaming Services,674.93,24.51
