Date,Category,Payment Mode,Description,Amount Paid,Cashback
2023-05-01,Utilities,Online,Sewer Charges,606.01,33.6
2023-05-01,Dining Out,Online,Buffet Meals,964.97,4.85
2023-05-01,Utilities,Online,Sewer Charges,498.41,32.52
2023-05-02,Entertainment,Online,Hobby Supplies,484.06,19.84
2023-05-02,Subscriptions,Cash,Streaming Services,499.55,46.27
2023-05-02,Utilities,Cash,Mobile Phone Bill,993.81,26.75
2023-05-02,Travel,Online,Baggage Fees,1498.76,137.04
2023-05-03,Groceries,Cash,Organic Produce,1742.92,138.71
2023-05-03,Health & Fitness,Online,Personal Training Sessions,3017.37,42.9
2023-05-03,Subscriptions,Online,Online Learning Platforms,650.82,49.6
2023-05-03,Utilities,Cash,Sewer Charges,254.22,3.44
2023-05-03,Dining Out,Online,Lunch Takeaway,662.54,25.76
2023-05-03,Dining Out,Online,Coffee Shop Visit,261.01,5.96
2023-05-04,Travel,Online,Hotel Accommodation,4241.78,154.98
2023-05-04,Housing,Online,Mortgage Payment,23518.94,1751.71
2023-05-04,Utilities,Online,Mobile Phone Bill,1157.66,7.34
2023-05-05,Transportation,Cash,Ride-Sharing Services,1626.08,59.07
2023-05-05,Entertainment,Online,Video Games,4031.89,333.21
2023-05-06,Groceries,Online,Frozen Foods,1404.69,17.13
2023-05-06,Entertainment,Cash,Concert Tickets,2737.93,228.77
2023-05-06,Dining Out,Online,Coffee Shop Visit,166.28,12.27
2023-05-07,Groceries,Online,Cleaning Supplies,1300.54,112.67
2023-05-07,Clothing,Cash,Footwear,2766.22,115.41
2023-05-07,Entertainment,Cash,Books And E-Books,203.62,12.21
2023-05-07,Groceries,Online,Baking Ingredients,870.42,9.06
2023-05-07,Health & Fitness,Cash,Wellness Programs,1263.51,7.22
2023-05-07,Dining Out,Cash,Dinner At A Restaurant,1501.97,140.71
2023-05-08,Travel,Cash,Travel Insurance,1071.05,87.97
2023-05-08,Clothing,Online,Work Attire,4914.97,13.77
2023-05-08,Housing,Cash,Home Security System,1962.9,56.55
2023-05-08,Subscriptions,Cash,Gaming Subscriptions,1091.6,76.39
2023-05-08,Travel,Cash,Car Rentals,3784.07,377.29
2023-05-09,Subscriptions,Online,News Websites Subscription,430.82,33.78
2023-05-09,Groceries,Cash,Cleaning Supplies,1740.58,25.51
2023-05-09,Subscriptions,Cash,Gym Membership,2574.04,183.45
2023-05-09,Utilities,Online,Mobile Phone Bill,534.35,27.26
2023-05-09,Dining Out,Cash,Coffee Shop Visit,178.24,13.13
2023-05-10,Housing,Cash,Property Taxes,1251.92,26.5
2023-05-10,Subscriptions,Online,Gym Membership,2971.83,282.49
2023-05-10,Entertainment,Cash,Art Supplies,399.4,26.52
2023-05-11,Clothing,Online,Tailoring Services,837.84,35.92
2023-05-11,Entertainment,Cash,Movie Tickets,505.07,31.24
2023-05-11,Transportation,Cash,Vehicle Registration Fees,1104.79,56.81
2023-05-11,Groceries,Online,Baking Ingredients,299.65,19.83
2023-05-12,Entertainment,Online,Books And E-Books,783.03,57.79
2023-05-12,Travel,Cash,Car Rentals,2543.9,209.43
2023-05-12,Housing,Online,Property Taxes,3111.17,89.76
2023-05-12,Dining Out,Online,Coffee Shop Visit,198.09,9.24
2023-05-13,Clothing,Online,Formal Wear,4081.47,177.26
2023-05-13,Entertainment,Cash,Theater Performances,2107.07,79.57
2023-05-13,Subscriptions,Online,Software Licenses,1107.86,97.89
2023-05-13,Clothing,Online,Seasonal Clothing,2387.07,112.94
2023-05-14,Clothing,Online,Seasonal Clothing,4710.71,259.69
2023-05-14,Entertainment,Online,Sports Events Tickets,886.64,18.74
2023-05-14,Travel,Online,Hotel Accommodation,15329.14,1189.13
2023-05-14,Transportation,Online,Fuel Costs,3247.43,111.07
2023-05-14,Dining Out,Cash,Dinner At A Restaurant,2226.14,106.14
2023-05-15,Entertainment,Online,Hobby Supplies,244.35,13.89
2023-05-15,Entertainment,Cash,Books And E-Books,690.37,50.67
2023-05-15,Transportation,Online,Bicycle Repairs,231.15,20.92
2023-05-15,Utilities,Online,Electricity Bill,2417.35,161.64
2023-05-15,Dining Out,Online,Coffee Shop Visit,410.6,16.83
2023-05-16,Dining Out,Cash,Street Food,374.12,8.36
